time_s,world_x_mm,world_y_mm,world_z_mm,plot_x_mm,plot_y_mm,plot_z_mm,vel_x_mm_s,vel_y_mm_s,vel_z_mm_s,speed_mm_s,tilt_deg,vel_elev_deg,is_contact_frame,is_minimum_frame,is_release_frame
6.7,125.076591,447.276337,48.652016,125.076591,48.652016,447.276337,-0.11129999999895072,-1025.3510000000224,148.81470000000297,1036.0938666572767,3.2628241420933075,-81.74201404730158,False,False,False
6.71,125.075478,437.022827,50.140163,125.075478,50.140163,437.022827,4.812250000000859,-1079.4632000000238,147.44490000000314,1089.4971117173118,2.867289355252951,-82.21795747313374,False,False,False
6.72,125.172836,425.687073,51.600914,125.172836,51.600914,425.687073,11.463149999999587,-1183.4716499999668,151.19304999999622,1193.1453761088242,2.688784930990327,-82.69901075024225,False,False,False
6.73,125.304741,413.353394,53.164024,125.304741,53.164024,413.353394,13.983949999998913,-1283.4365999999754,151.73359999999548,1292.4504410019201,2.439514011673677,-83.22922540071701,False,False,False
6.74,125.452515,400.018341,54.635586,125.452515,54.635586,400.018341,18.803799999999683,-1381.0394500000293,153.69110000000364,1389.6922319600246,2.2124952133486557,-83.6029198217949,False,False,False
6.75,125.680817,385.732605,56.237846,125.680817,56.237846,385.732605,24.773400000000038,-1478.263850000032,159.8447500000034,1487.0871109881361,1.998615350302947,-83.75548154009574,False,False,False
6.76,125.947983,370.453064,57.832481,125.947983,57.832481,370.453064,25.11290000000099,-1580.6259000000318,176.01320000000396,1590.5940840049552,1.7673125420510372,-83.58209858475452,False,False,False
6.77,126.183075,354.120087,59.75811,126.183075,59.75811,354.120087,38.07524999999805,-1668.528749999954,170.22154999999793,1677.6213191073166,1.6163087857031084,-84.03197936837961,False,False,False
6.78,126.709488,337.082489,61.236912,126.709488,61.236912,337.082489,52.62719999999808,-1760.5468999999666,159.710299999997,1768.5594107084503,1.2935296254038247,-84.54397669580564,False,False,False
6.79,127.235619,318.909149,62.952316,127.235619,62.952316,318.909149,41.420750000001135,-1869.4900500000422,164.42890000000398,1877.164241278566,1.2182364138979394,-84.81736204679929,False,False,False
6.8,127.537903,299.692688,64.52549,127.537903,64.52549,299.692688,67.21685000000161,-1960.6857000000437,184.96135000000368,1970.537292238441,0.8669259806728151,-84.26835060071829,False,False,False
6.81,128.579956,279.695435,66.651543,128.579956,66.651543,279.695435,67.26530000000275,-2055.0613499999454,188.47234999999864,2064.7817317000386,1.6572119825601475,-84.43823365237216,False,False,False
6.82,128.883209,258.591461,68.294937,128.883209,68.294937,258.591461,51.38624999999956,-2158.262649999957,181.53379999999652,2166.4931879921382,1.1957636334255706,-85.00413533520592,False,False,False
6.83,129.607681,236.530182,70.282219,129.607681,70.282219,236.530182,71.2952000000023,-2252.195750000048,193.58330000000342,2261.624017360138,1.4391374469648366,-84.7664743057207,False,False,False
6.84,130.309113,213.547546,72.166603,130.309113,72.166603,213.547546,75.97580000000107,-2347.0352000000494,191.23765000000412,2356.0387074499513,1.6380312493500306,-84.98938904021999,False,False,False
6.85,131.127197,189.589478,74.106972,131.127197,74.106972,189.589478,81.33009999999922,-2445.3193499999397,193.63019999999642,2454.321487295863,1.8779721591236427,-85.09117493313919,False,False,False
6.86,131.935715,164.641159,76.039207,131.935715,76.039207,164.641159,70.98464999999669,-2560.0723499999476,181.39569999999458,2567.4722311542855,2.053184983445496,-85.64887570795432,False,False,False
6.87,132.54689,138.388031,77.734886,132.54689,77.734886,138.388031,101.37175000000298,-2631.2713500000555,199.77840000000378,2640.790896329306,1.8199672711454977,-85.13358325596123,False,False,False
6.88,133.96315,112.015732,80.034775,133.96315,80.034775,112.015732,97.78520000000117,-2688.2755500000576,231.7276000000047,2700.015751559408,2.877269589915307,-84.65497488745662,True,False,False
6.89,134.502594,84.62252,82.369438,134.502594,82.369438,84.62252,-99.17144999998254,-2057.815550000013,255.25854999999274,2075.956825578281,2.726799386279199,-82.4198263290511,False,False,False
6.9,131.979721,70.859421,85.139946,131.979721,85.139946,70.859421,-185.1882999999907,-251.1512499998944,147.66654999998445,345.2203163521723,0.670717945780193,-46.67805699180382,False,True,False
6.91,130.798828,79.599495,85.322769,130.798828,85.322769,79.599495,-178.07390000000487,1232.400900000026,88.01460000000225,1248.3063974823033,2.873838827483963,80.84385044304506,False,False,False
6.92,128.418243,95.507439,86.900238,128.418243,86.900238,95.507439,-306.4922500000057,1533.8970000000327,220.2442500000052,1579.6471237517671,4.875849527008684,76.17683426081531,False,False,True
6.93,124.668983,110.277435,89.727654,124.668983,89.727654,110.277435,-324.824899999996,1378.0376499999775,236.8701999999994,1435.4812684690482,4.406129726735156,73.73632203387268,False,False,False
6.94,121.921745,123.068192,91.637642,121.921745,91.637642,123.068192,-309.8952999999974,1267.6643499999682,214.8704499999967,1322.5646719560186,5.935297883578342,73.4335101875934,False,False,False
6.95,118.471077,135.630722,94.025063,118.471077,94.025063,135.630722,-326.740650000007,1186.5882500000262,236.3155500000048,1253.234282395896,6.203216634963234,71.23051695111006,False,False,False
6.96,115.386932,146.799957,96.363953,115.386932,96.363953,146.799957,-307.5420500000064,1065.7440000000233,229.7195000000047,1132.7680410103865,6.946061236964625,70.1916897085175,False,False,False
6.97,112.320236,156.945602,98.619453,112.320236,98.619453,156.945602,-303.1161999999931,965.0451999999832,225.8052499999967,1036.4263985797566,7.8634851938643635,68.6112711295537,False,False,False
